"conno","clssc_nm","entrp_nm","cont","unmrg_yr","undrt_ntn_nm","undrt_entrp_itm_nm","sell_ntn_nm","sell_entrp_nm","sell_entrp_itm_nm","unmrg_amt_val","unmrg_prps_cont","spftr_cont","rmrk","opert_sctin_cd","data_crtin_dt","cntct_prces_stts_cd","cntct_prces_dt"
"43",국내-해외(In-Out),MBK파트너스,"<p>국내 사모펀드인 MBK파트너스가 영국 테스코로부터 홈플러스를 인수하였다.</p><p>인수대금은 7조2천억원으로, 캐나다연금투자위원회와 캐나다공무원연금, 테마섹 등이 홈플러스 인수를 위한 컨소시엄에 참여했다. MBK컨소시엄은 향후 2년간 홈플러스에 1조원을 투자하였다.</p><p>MBK파트너스는 홍콩에서 테스코와 홈플러스 지분 100%인수 계약을 체결하였고, 지분 100%를 5조8천억원에 매입 후 차입금 1조4천억원을 떠안는 방식이다.</p><p>MBK는 그간 테스코 측이 추진하던 선 배당 지급은 하지 않기로 했으며 합병에 따른 직원 위로금 지급 여부도 계약서 상에는 포함되지 않았다고 밝혔다.</p>","2015",한국,사모펀드,영국,테스코(홈플러스),테스코(홈플러스),"72,000","","","",I,"20210119",S,"20231014"
"76",국내-해외(In-Out),레고그룹,<p>NXC가 자회사를 통해 인수한 레고 거래 사이트 브릭링크를 매각한다. 인수한지 6년 만이다.</p><p>이번 매각 규모에 대해 자세히 알려지지 않았지만 NXC의 대표 김정주 대표가 회사 지분 전량 매각을 보류한 이후 계열사 정리를 했다는 점에서 향후 추가 행보에 대해 업계의 관심이 쏠릴 예정이다.</p><p>브랙링크는 지난 2000년부터 운영된 최대 규모의 레고 거래 사이트이다.</p><p>넥슨 측은 레고에서 직접 운영하는 것이 브릭링크 및 레고 팬들에게 더 새롭고 큰 기회를 만들 수 있다고 판단해 이번 계약이 진행됐다곱고 밝혔다.</p>,"2019",미국,완구,한국,NC,NC,"","","","",I,"20210119",S,"20231014"
"522",국내-국내(In-In),트루윈,"<p>합병법인의 최대주주 변경은 없으며, 합병법인인 주식회사 트루윈은 존속하고 주식회사 시리우스는 해산할 예정입니다. 이번 합병을 통하여 신사업추진(열영상센서 카메라 및 모듈 사업)에 더욱 박차를 가할 수 있게 되었으며, 주식회사 시리우스의 우수한 기술력 및 인력의 흡수,활용에 따른 사업적 시너지 효과 창출과 기존 트루윈이 궁극적으로 추구하는&nbsp; 센서의 One-chip 화 개발 동력도 확보할 수 있을 것으로 예상됩니다.<br></p>","2018","",전자감지장치 제조업,"",시리우스,시리우스,"49",신사업 발굴 및 추진을 통한 사업경쟁력 강화와 경영효율성 증대,"","",I,"20210119",S,"20231014"
"601",국내-국내(In-In),지니뮤직,<p>주주 및 고객의 이익을 극대화 하고 음악산업 발전에 기여<br></p>,"2018","",음악서비스 및 콘텐츠 유통,"",씨제이디지털뮤직,씨제이디지털뮤직,"560",주주 및 고객의 이익을 극대화 하고 음악산업 발전에 기여,"","",I,"20210119",S,"20231014"
"805",국내-국내(In-In),프룩투스,"<p>GV의 최대주주인 ㈜DB하이텍과 특수관계인은 GV의 보유주식 6,865,000주(25.82%)를 ㈜프룩투스에게 보유지분 전체를 양도하기로 하고, 주식양수도계약을 체결하였습니다.<br></p><p><br></p><p>양도인</p><p>&nbsp; 1) ㈜DB하이텍 : 3,985,000주</p><p>&nbsp; 2) ㈜DBInc.&nbsp; &nbsp;: 2,880,000주</p>","2018","",부동산 개발 및 공급업,"",DB하이텍,DB하이텍,"136",최대주주 변경을 수반하는 주식양수도 계약,"","",I,"20210119",S,"20231014"
"720",국내-국내(In-In),모다이노칩,"<p>1. 회사 경영에 미치는 효과</p><p>본 합병 완료시 (주)모다이노칩은 존속회사로 계속 남아 있게 되며, 피합병법인 (주)에이치엠리테일은 합병 후 해산하게 됨. 합병법인 (주)모다이노칩은 본 합병을 함에 있어 신주를 발행하지 않으며, 본 합병 완료 후 (주)모다이노칩의 최대주주 변경은 없음. 또한 (주)모다이노칩은 (주)에이치엠리테일이 아울렛 충주점을 운영함으로써 사업을 확대하는 긍정적인 시너지효과를 예상할 수 있음.</p><p><br></p><p>2. 회사 재무 및 영업에 미치는 영향 및 효과&nbsp;</p><p>본 합병을 통해 경영 효율성을 제고하여, 회사의 재무 및 영업에 긍정적인 영향을 미칠 것으로 예상됨.</p>","2019","","의류, 잡화 판매","",에이치엠리테일,에이치엠리테일,"",경영효율성 증대 및 비용절감,"","",I,"20210119",S,"20231014"
"415",해외-해외(Out-Out),버라이즌  커뮤니케이션,"<p>13년 9월 버라이즌이 영국 보다폰이 보유한 버라이즌와이어리스 지분을 1300억달러에 인수한다고 밝혔다. 이로써 버라이즌와이어리스는 버라이즌에 100%자회사로 편입된다.</p><p>버라이즌와이리어리스는 2000년 버라이즌과 보다폰의 55 대 45 합작 투자로 설립된 회사이다. 보다폰은 미국 통신시장에서 철구하고 유럽과 인도 등 신흥시장에 주력하고자 이번 매매를 진행한 것으로 보인다. 인수가액은 현금 589억달러, 버라이즌 주식 602억달러 어치, 기타 거래 등으로 진행된다</p>","2013",미국,이동통신,미국,버라이즌 와이어스,버라이즌 와이어스,"1,300억달러",보다폰 그룹의 현금확보,"","100% 자회사",I,"20210119",S,"20231014"
"469",국내-국내(In-In),에스피씨삼립,"<p>1. 회사 경영에 미치는 효과</p><p>본 주요사항보고서 제출일 현재 (주)에스피씨삼립은 (주)에그팜의 지분을 100% 보유하고 있음. 본 합병 완료시 (주)에스피씨삼립은 존속회사로 계속 남아 있게 되며, 피합병법인 (주)에그팜은 합병 후 해산하게 됨. 합병법인 (주)에스피시삼립은 본 합병을 함에 있어 신주를 발행하지 않으며, 본 합병 완료 후 (주)에스피씨삼립의 최대주주 변경은 없음</p><p><br></p><p>2. 회사 재무 및 영업에 미치는 영향 및 효과</p><p>본 합병을 통해 경영 효율성을 제고하여, 회사의 재무 및 영업에 긍정적인 영향을 미칠 것으로 예상함</p>","2018","",제과 제빵,"",에그팜,에그팜,"",완전자회사의 흡수합병을 통해 경영 효율성을 제고하고자 함,"","",I,"20210119",S,"20231014"
"693",국내-국내(In-In),골드퍼시픽,"<p>인콘의 최대주주인 주식회사 에이치앤더슨은 보유하고 있는 보통주식 11,409,999주를 하기 양수인에게 양도하는 계약을 아래와 같이 체결하였습니다.</p><p><br></p><p>1. 계약일자 : 2019년 07월 29일</p><p><br></p><p>2. 양수도대금 : 34,229,997,000원</p><p><br></p><p>3. 계약당사자</p><p><br></p><p>&nbsp;1) 양도인:주식회사 에이치앤더슨 11,409,999 주</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;(16.39%)</p><p><br></p><p>&nbsp;2) 양수인:주식회사 골드퍼시픽 11,409,999 주</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;(16.39%)</p>","2019","",의약품 유통,"",에이치앤더슨,에이치앤더슨,"342",최대주주 변경을 수반하는 주식양수도 계약,"","",I,"20210119",S,"20231014"
"456",해외-해외(Out-Out),마이크로소프트,<p>이번 인수는 빌 게이츠가 창업한 이 회사 역사상 가장 큰 규모의 인수·합병 사례다. 아울러 퍼스널컴퓨터에 쏠린 사업의 무게중심을 클라우드 컴퓨팅 등 온라인 쪽으로 빠르게 옮겨가고 있는 MS의 전략을 보여준다.</p><p>사티아 나델라 MS 최고경영자(MS)는 “이번 인수는 전문적인 클라우드와 전문적인 네트워크를 결합하는 것으로 요약할 수 있다”고 그 배경을 설명했다.</p><p>MS의 클라우드 컴퓨팅 서비스와 링크드인의 소셜 네트워크 서비스의 화학적 결합을 꾀하고 있다는 뜻이다. 클라우드 컴퓨팅은 오피스 등 MS의 소프트웨어를 인터넷으로 연결해 사용하는 서비스다.</p><p>MS가 인수하는 캘리포니아 마운틴 뷰 소재의 링크드인은 가입 회원이 4억3000만 명에 달한다. 사용 회원들은 사이트와 앱에 자신의 이력을 올려 일자리를 검색할 수 있다. 전문가들과 상담할 수도 있다.</p>,"2016",미국,소프트웨어,미국,링크드인,링크드인,"262억달러","","","",I,"20210119",S,"20231014"
"844",국내-국내(In-In),엘지헬로비전,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" width=""531"" style=""border-collapse:
 collapse;width:398pt""><tbody><tr height=""57"" style=""mso-height-source:userset;height:42.75pt"">
  <td height=""57"" class="""" width=""531"" style=""height: 42.75pt; width: 398pt; color: windowtext; font-size: 10pt; text-align: left; background: white; white-space: normal;"">존속회사인
  ㈜엘지헬로비전은 소멸회사인<br>
    ㈜하나방송의 발행주식 100%를 소유하고 있으며, 합병 신주를 발행하지 않으므로 합병비율을 1: 0.0000000으로 산출함</td></tr></tbody></table>","2020","",유선방송업,"",하나방송,하나방송,"",합병을 통한 경영 효율성 제고 및 경쟁력 강화,"","",I,"20210119",S,"20231014"
"706",국내-국내(In-In),한화케미칼,"<p>한화케미칼은 한화큐셀앤드첨단소재의 발행주식을 100% 소유하고 있으며, 합병 신주를 발행하지 않는 무증자 합병으로 진행하므로 본 합병이 존속회사인 한호ㅘ케미칼 주식회사의 경영, 재무, 영업에 유의적 영향을 미치지는 않을 것이나, 완전자회사 합병을 통한 경영효율성 증대 및 사업경쟁력 강화가 기대됨.</p><p>본 합병 완료시 한화케미칼은 존속회사로 계속 남아있고 한화큐셀앤드첨단소재는 합병 후 해산하게 되며 본 합병은 신주를 발행하지 않는 무증자 합병임.</p>","2019","","케미칼, 태양광","",한화큐셀앤드첨단소재,한화큐셀앤드첨단소재,"",경영효율성 제고 및 사업경쟁력 강화,"","",I,"20210119",S,"20231014"
"36",국내-해외(In-Out),LG생활건강,<p>LG생활건강이 세계2위 규모의 시장을 공략하고자 일본회사 애버라이프를 인수했다.</p><p>애버라이프의 지분 100%를 약 3300억원에 인수하고 일본 내에서의 화장품 및 이너뷰티 사업 확대에 본격적으로 나설 것으로 보인다.</p><p>일본 화장품 시장은 시장이 투명하고 안정적이어서 사업 위험도가 상대적으로 낮은 편임에도 자국 브랜드가 강해 한국 기업이 현지공략이 어려운 시장으로 알려져 왔었다.</p><p>이로써 LG생활건강은 생활건강 화장품 브랜드들의 일본 정착을 위한 교두를 확보하게 됐다고 평가된다.</p>,"2013",한국,생활용품,일본,에버라이프,에버라이프,"3,300",시장확대,"","",I,"20210119",S,"20231014"
"378",국내-국내(In-In),엘에스오토모티브테크놀로지스,"<p>합병 시 합병법인은 피합병법인의 주식에 대해 신주를 발행하지 않으므로 합병비율을1:0으로 산출함. 다만 피합병법인의 100% 주주인 엘에스에이홀딩스㈜에게1주당13,361원(총 534,440,000원)의 교부금이 지급<br></p>","2018","",각종차량과 동 부분품의 제조 및 판매업,"",델텍,델텍,"",시너지 효과 및 경영효율성 증대,무증자 흡수합병,"",I,"20210119",S,"20231014"
"210",국내-국내(In-In),한국제2호기업인수목적,"<p>성장 동력의 마련을 위한 자금 조달 및 대외신뢰도 강화, 자금조달 능력을 증대하기 위함</p><div><br></div>","2015","",기업인수,"",엔터메이트,엔터메이트,"455","성장 동력의 마련을 위한 자금 조달 및 대외신뢰도 강화, 자금조달 능력을 증대하기 위함","","",I,"20210119",S,"20231014"
"886",국내-국내(In-In),NH기업인수목적16호,"<p><span style=""font-family: 굴림, Gulim; font-size: 14.6667px; background-color: rgb(255, 255, 255);"">엔에이치기업인수목적16호(주)와 (주)휴럼의 합병이 완료되면 형식적으로는 엔에이치기업인수목적16호(주)가 존속법인이 되고 (주)휴럼은 소멸법인이 되나, 실질적으로는 (주)휴럼이 사업의 계속성을 유지한 채 코스닥시장에 상장하는 효과가 발생하게 됩니다.</span>&nbsp;</p><p><span style=""font-family: 굴림, Gulim; font-size: 14.6667px; background-color: rgb(255, 255, 255);""><br></span></p><p style=""font-size: 11pt; line-height: 1.6em; font-family: 굴림, Gulim; background-color: rgb(255, 255, 255);"">엔에이치기업인수목적16호(주)는 다른 기업과의 합병만을 유일한 목적으로 하는 회사로서 (주)휴럼과 합병 후에는 (주)휴럼의 주요 사업인 건강기능식품 및 유산균 제품 등을 제조하여 판매하는 사업을 주요사업으로 영위할 것입니다.<br>&nbsp;</p><p style=""font-size: 11pt; line-height: 1.6em; font-family: 굴림, Gulim; background-color: rgb(255, 255, 255);"">한편, 엔에이치기업인수목적16호(주)의 설립 및 코스닥시장 공모 시에 모집된 자금은 합병존속법인의 사업의 확장 및 안정을 위하여 사용될 예정이며 이로써 매출 증대 및 이익 실현이 가속화 될 것이라 예상됩니다.</p>","2020","",기업인수,"",휴럼,휴럼,"530",코스닥 시장 지출을 통해 자금조달 능력 확대,"","",I,"20211222",S,"20231014"
"13",해외-해외(Out-Out),엑손,"<p>1911년 이래 쪼개진 두 회사가 87년만에 다시 합쳐지는 두회사 엑손과 모빌은 과거 스탠더드 오일사가 셔먼 반독점법을 위반하면서 쪼개진 회사들이다. 이번 인수가 성사됨에 따라 새로운 회사 엑손-모빌사는 업계 1위인 로열 더치 셸을 제치고 세계 1위로 부상하게 된다. 양사의 합병은 세계 경기침체로 인한 석유수요 감소와 그로 인한 유가하락으로 야기된 경영환경 악화를 타개하기 위한 것으로 풀이되고 인수 후 엑손사 주주들은 엑손-모빌 주주의 70%를, 모빌사 주주들은 30%를 갖게된다.<br></p>","1998",미국,석유,미국,모빌,모빌,"737억달러",비용절감,"","",I,"20210119",S,"20231014"
"483",해외-해외(Out-Out),메이디,<p>중국 가전업체 메이디가 일본 대형 전자업체 도시바의 백색가전 부문을 인수하기로 최종 합의했다 메이디는 도시바의 백색가전사업 자회사인 '라이프스타일 제품&amp;서비스'(TLSC)의 지분 81.1%를 4억7천300만 달러에 인수하기로 했다. 나머지 19.9%는 도시바가 보유한다. 메이디는 도시바의 시장 기반이 탄탄한 일본과 동남아에서 백색 가전의 판로를 넓히기 위해 인수를 추진한 것으로 알려졌다. 도시바라는 이름을 전세계적으로 40년간 사용할 권리까지 넘겨받아 인수 뒤 브랜드명도 그대로다.&nbsp;</p><p>메이디는 이밖에 도시바 5천여 개의 지적 재산권도 물려받았고 TLSC 직원 전원의 고용도 승계한다.</p>,"2016",중국,가전제품,일본,도시바,도시바,"4억7300만달러",판매시장 확대,일부사업 분할,"",I,"20210119",S,"20231014"
